                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                0.81213,                0.47143,                 1.0229,                 0.7493,                0.75009,                0.78602,                0.51431,                 1.2307,                0.74727,                 1.3864,              0.0083665,              0.0083665,              0.0083665
                     69,                0.78934,                0.45571,                 1.0092,                0.72639,                0.76555,                   0.78,                0.51139,                 1.2258,                0.74385,                 1.3866,              0.0083418,              0.0083418,              0.0083418
                     70,                0.80522,                0.46313,                 1.0195,                0.74406,                0.73524,                0.77554,                0.50903,                 1.2277,                0.74553,                  1.392,               0.008317,               0.008317,               0.008317
                     71,                0.78912,                0.45813,                 1.0088,                0.75291,                0.74155,                0.78611,                0.51204,                 1.2268,                0.73671,                  1.367,              0.0082922,              0.0082922,              0.0082922
                     72,                0.78163,                0.45287,                 1.0005,                0.74458,                0.75809,                0.79126,                0.51936,                 1.2275,                0.72719,                 1.3546,              0.0082675,              0.0082675,              0.0082675
                     73,                0.77411,                0.44627,                 1.0027,                0.70859,                0.77028,                0.76878,                0.50495,                 1.2261,                0.77123,                 1.4092,              0.0082428,              0.0082428,              0.0082428
                     74,                0.77923,                0.45628,                 1.0079,                0.72665,                0.74947,                0.77287,                0.50517,                 1.2275,                0.75114,                 1.3802,               0.008218,               0.008218,               0.008218
                     75,                 0.7843,                0.45192,                0.99428,                  0.754,                0.73838,                0.78067,                0.51179,                 1.2299,                0.74039,                 1.3477,              0.0081932,              0.0081932,              0.0081932
                     76,                0.78068,                 0.4554,                0.99998,                0.72495,                 0.7658,                0.77923,                0.51214,                 1.2363,                0.76133,                 1.3984,              0.0081685,              0.0081685,              0.0081685
                     77,                0.76127,                0.43964,                 1.0006,                0.74713,                0.73584,                0.77175,                0.50745,                 1.2351,                0.74785,                 1.3829,              0.0081437,              0.0081437,              0.0081437
                     78,                0.76928,                0.44743,                0.99438,                0.74248,                0.73382,                 0.7679,                0.50335,                 1.2338,                0.75248,                 1.3644,               0.008119,               0.008119,               0.008119
