timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-03-22T03:22:20,codecarbon,6d54f304-8817-4da8-b8b3-6b78bc915683,1291.5367848873138,0.006804048657839084,5.268180308494067e-06,42.5,31.47827930701489,38.3112359046936,0.015246858188013246,0.023761582620362043,0.01373612243068739,0.05274456323906266,Brazil,BRA,,gcp,southamerica-east1,Linux-5.15.0-1054-gcp-x86_64-with-glibc2.29,3.8.10,2.3.4,16,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,,,102.16329574584961,machine,Y,1.0
