timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-03-22T06:03:56,codecarbon,13e16c2f-e4e0-4c3b-8a09-04c1503a9c9e,3518.4229423999786,0.018514587198042342,5.262183512654455e-06,42.5,31.735007725741053,38.3112359046936,0.04153602277404736,0.06455774192392993,0.03743016706979288,0.1435239317677701,Brazil,BRA,,gcp,southamerica-east1,Linux-5.15.0-1054-gcp-x86_64-with-glibc2.29,3.8.10,2.3.4,16,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,,,102.16329574584961,machine,Y,1.0
