                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.99104,                0.51635,                 1.0762,                0.73243,                0.70985,                 0.7602,                0.48377,                  1.265,                0.77933,                 1.3589,             0.00099013,             0.00099013,             0.00099013
                     87,                0.98497,                0.51177,                 1.0696,                0.70317,                0.75178,                0.77096,                0.49439,                 1.2466,                0.73472,                  1.345,             0.00098703,             0.00098703,             0.00098703
                     88,                 0.9972,                0.51954,                 1.0831,                0.72581,                0.74216,                0.77213,                0.49294,                 1.2646,                 0.7454,                 1.3338,             0.00098394,             0.00098394,             0.00098394
                     89,                0.97748,                 0.5045,                 1.0723,                 0.7223,                0.73452,                 0.7573,                0.48712,                 1.2522,                0.75941,                 1.3446,             0.00098084,             0.00098084,             0.00098084
                     90,                0.98554,                0.50866,                 1.0761,                0.70332,                0.74812,                0.76364,                0.48797,                 1.2637,                0.79119,                 1.3597,             0.00097775,             0.00097775,             0.00097775
                     91,                0.98077,                0.51093,                 1.0736,                0.71131,                0.72633,                0.73951,                0.47111,                 1.2718,                0.76707,                 1.3553,             0.00097466,             0.00097466,             0.00097466
                     92,                0.97714,                0.50053,                 1.0804,                0.72658,                0.72586,                0.75665,                0.48218,                 1.2756,                0.76675,                 1.3915,             0.00097156,             0.00097156,             0.00097156
                     93,                0.97033,                0.50366,                 1.0754,                0.72937,                0.71635,                0.75784,                0.48447,                 1.2823,                0.79026,                 1.3693,             0.00096847,             0.00096847,             0.00096847
                     94,                0.97396,                0.50302,                 1.0695,                0.73453,                0.72556,                0.77023,                0.49423,                 1.2608,                0.74849,                 1.3363,             0.00096537,             0.00096537,             0.00096537
                     95,                0.96381,                0.49475,                 1.0627,                0.74794,                0.72654,                0.76715,                0.49251,                 1.2578,                0.76502,                 1.3391,             0.00096228,             0.00096228,             0.00096228
