timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-03-22T04:09:08,codecarbon,4382e15a-c4d6-46ba-9d08-5aaaccd92ac2,1956.8112807273865,0.01036846585678844,5.298653967762426e-06,42.5,31.394068268665947,38.3112359046936,0.023100749358700386,0.03645767666611799,0.020817278291371064,0.08037570431618946,Brazil,BRA,,gcp,southamerica-east1,Linux-5.15.0-1054-gcp-x86_64-with-glibc2.29,3.8.10,2.3.4,16,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,,,102.16329574584961,machine,Y,1.0
