timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-03-22T04:00:17,codecarbon,e7f2aeaf-f749-495e-8bf2-d93622fe1f7a,6204.342825889587,0.029601670374201628,4.7711210042551605e-06,42.5,30.912015334526505,22.06905698776245,0.07324376028395363,0.11820585262016202,0.038020700074191414,0.2294703129783072,Brazil,BRA,,gcp,southamerica-east1,Linux-5.15.0-1054-gcp-x86_64-with-glibc2.29,3.8.10,2.3.4,16,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,,,58.8508186340332,machine,Y,1.0
