timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-03-22T04:56:22,codecarbon,ac98559b-c2f4-410e-8234-0a55544cf55c,1632.843224287033,0.00859057789748997,5.2611161743595874e-06,42.5,31.497995385611294,38.3112359046936,0.019276112897859677,0.029949557292960005,0.017367956921505688,0.06659362711232535,Brazil,BRA,,gcp,southamerica-east1,Linux-5.15.0-1054-gcp-x86_64-with-glibc2.29,3.8.10,2.3.4,16,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,,,102.16329574584961,machine,Y,1.0
