                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.97624,                0.58207,                 1.1078,                 0.7437,                0.72934,                0.78745,                 0.5152,                 1.2226,                 0.7003,                 1.3513,              0.0091833,              0.0091833,              0.0091833
                     36,                0.96512,                0.57811,                 1.1016,                0.71583,                0.76554,                0.78346,                0.51359,                 1.2167,                0.70012,                 1.3344,              0.0091585,              0.0091585,              0.0091585
                     37,                0.95264,                0.57489,                 1.0969,                0.73716,                0.75617,                0.78793,                0.51751,                 1.2134,                0.69128,                 1.3378,              0.0091337,              0.0091337,              0.0091337
                     38,                0.95479,                0.57414,                 1.0953,                0.73416,                0.75119,                0.79514,                0.52141,                 1.2127,                0.70716,                 1.3403,               0.009109,               0.009109,               0.009109
                     39,                0.95074,                0.56813,                 1.0902,                0.75045,                0.73166,                0.78302,                0.50902,                 1.2307,                0.69986,                 1.3566,              0.0090843,              0.0090843,              0.0090843
                     40,                0.94303,                0.56495,                 1.0948,                0.73691,                0.73929,                0.79173,                0.51689,                  1.211,                0.69963,                 1.3358,              0.0090595,              0.0090595,              0.0090595
                     41,                0.92675,                0.55893,                 1.0742,                0.74125,                0.73837,                0.77625,                0.50476,                 1.2276,                0.70372,                 1.3266,              0.0090347,              0.0090347,              0.0090347
                     42,                0.93248,                0.56439,                 1.0806,                0.74756,                0.73752,                0.78183,                 0.5135,                 1.2164,                0.69443,                 1.3323,                0.00901,                0.00901,                0.00901
                     43,                0.91436,                0.54654,                 1.0716,                0.72518,                0.73621,                0.78157,                0.51291,                 1.2219,                0.70225,                 1.3412,              0.0089853,              0.0089853,              0.0089853
                     44,                0.90606,                 0.5365,                 1.0712,                0.72738,                 0.7745,                0.78703,                0.51664,                 1.2149,                0.70266,                 1.3316,              0.0089605,              0.0089605,              0.0089605
                     45,                0.91348,                 0.5455,                 1.0707,                0.74539,                0.73629,                0.78034,                0.51223,                 1.2097,                0.71728,                 1.3424,              0.0089358,              0.0089358,              0.0089358
