                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.93086,                0.56019,                 1.0856,                0.74178,                0.76035,                0.79773,                0.52347,                 1.2039,                0.68816,                 1.3338,              0.0091833,              0.0091833,              0.0091833
                     36,                0.92943,                0.56126,                 1.0834,                0.74828,                 0.7613,                0.80499,                0.52578,                 1.2173,                0.69219,                 1.3467,              0.0091585,              0.0091585,              0.0091585
                     37,                0.92486,                0.55309,                 1.0767,                0.74614,                0.72988,                0.77978,                0.50742,                 1.2311,                 0.7217,                  1.338,              0.0091337,              0.0091337,              0.0091337
                     38,                0.92583,                0.54616,                 1.0798,                0.73824,                0.74598,                0.78278,                0.51571,                 1.2138,                0.72838,                 1.3669,               0.009109,               0.009109,               0.009109
                     39,                0.90463,                0.53829,                 1.0715,                0.72518,                0.76391,                0.78869,                0.51619,                 1.2225,                0.71394,                 1.3927,              0.0090843,              0.0090843,              0.0090843
                     40,                0.90078,                0.52122,                 1.0742,                0.76415,                0.73367,                0.79308,                0.52238,                 1.2112,                 0.7147,                  1.361,              0.0090595,              0.0090595,              0.0090595
                     41,                  0.889,                0.52307,                 1.0611,                0.74163,                0.75563,                0.79051,                 0.5121,                 1.2278,                0.70238,                 1.3472,              0.0090347,              0.0090347,              0.0090347
                     42,                0.87853,                0.51023,                 1.0495,                0.76542,                0.72652,                0.79267,                 0.5239,                 1.2155,                0.71537,                 1.3377,                0.00901,                0.00901,                0.00901
                     43,                0.86641,                0.50494,                 1.0487,                0.73865,                 0.7488,                0.78619,                0.51709,                 1.2169,                0.70886,                 1.3456,              0.0089853,              0.0089853,              0.0089853
                     44,                0.86687,                0.50249,                  1.052,                0.73549,                0.75395,                0.78902,                0.51828,                 1.2138,                0.70745,                 1.3788,              0.0089605,              0.0089605,              0.0089605
                     45,                0.85742,                0.49434,                 1.0433,                 0.7483,                0.76152,                 0.7928,                0.51606,                 1.2148,                0.70424,                 1.3454,              0.0089358,              0.0089358,              0.0089358
                     46,                0.86216,                0.50287,                 1.0432,                0.75251,                0.76655,                0.79736,                0.52044,                 1.2196,                 0.7003,                 1.3342,               0.008911,               0.008911,               0.008911
                     47,                0.84987,                0.50045,                 1.0394,                0.72287,                0.78056,                 0.7863,                0.51327,                 1.2329,                0.71967,                 1.3604,              0.0088863,              0.0088863,              0.0088863
                     48,                0.85036,                0.49731,                 1.0387,                0.74027,                  0.745,                0.79066,                0.51657,                 1.2274,                0.71685,                 1.3682,              0.0088615,              0.0088615,              0.0088615
                     49,                0.84253,                0.48965,                 1.0398,                0.75206,                0.74433,                0.78309,                0.51114,                 1.2142,                0.71124,                 1.3721,              0.0088368,              0.0088368,              0.0088368
                     50,                0.83307,                0.47823,                  1.027,                0.72681,                0.76059,                0.78824,                0.51407,                 1.2161,                0.72612,                 1.3494,               0.008812,               0.008812,               0.008812
                     51,                0.82891,                0.48392,                 1.0335,                0.75445,                0.74662,                0.79445,                0.52128,                 1.2334,                0.74021,                 1.3951,              0.0087872,              0.0087872,              0.0087872
                     52,                0.80926,                0.47381,                 1.0217,                0.77535,                0.72176,                0.78877,                0.51632,                 1.2244,                0.74418,                 1.3579,              0.0087625,              0.0087625,              0.0087625
                     53,                0.81222,                0.46781,                 1.0233,                0.72252,                0.77764,                0.79664,                0.52518,                 1.2226,                0.71341,                 1.3803,              0.0087378,              0.0087378,              0.0087378
                     54,                0.81598,                0.47666,                  1.028,                0.73592,                0.74657,                0.79111,                0.52106,                 1.2308,                0.72443,                  1.381,               0.008713,               0.008713,               0.008713
                     55,                0.80655,                0.46107,                 1.0158,                0.74293,                0.76758,                 0.7979,                0.52183,                 1.2356,                 0.7287,                 1.3701,              0.0086882,              0.0086882,              0.0086882
                     56,                0.79846,                0.46313,                 1.0147,                0.73707,                0.77441,                0.79416,                0.51606,                 1.2354,                0.72298,                 1.3832,              0.0086635,              0.0086635,              0.0086635
                     57,                0.79849,                0.46859,                 1.0144,                0.75972,                0.75176,                0.79065,                0.51798,                 1.2292,                0.71772,                 1.3918,              0.0086388,              0.0086388,              0.0086388
                     58,                 0.7846,                0.44984,                 1.0057,                0.73543,                0.76741,                0.79519,                0.52153,                 1.2396,                0.72918,                 1.4163,               0.008614,               0.008614,               0.008614
                     59,                0.78357,                0.45345,                 1.0094,                0.72405,                0.77204,                0.78537,                0.51456,                 1.2407,                0.74812,                 1.4136,              0.0085893,              0.0085893,              0.0085893
                     60,                0.77329,                0.44283,                 1.0065,                0.74206,                0.75019,                0.77767,                0.51117,                 1.2388,                0.75331,                 1.4402,              0.0085645,              0.0085645,              0.0085645
                     61,                0.78213,                0.45661,                 1.0067,                0.73354,                 0.7606,                0.78284,                0.51088,                 1.2411,                0.73629,                 1.4186,              0.0085398,              0.0085398,              0.0085398
                     62,                0.76962,                0.45167,                 1.0021,                0.74385,                0.75636,                0.78574,                0.51547,                  1.239,                0.73687,                 1.4146,               0.008515,               0.008515,               0.008515
                     63,                0.76597,                0.44915,                 1.0014,                0.75772,                0.75029,                 0.7888,                0.51857,                 1.2465,                0.75561,                 1.4279,              0.0084903,              0.0084903,              0.0084903
                     64,                0.76451,                 0.4492,                0.99873,                 0.7078,                0.76359,                0.77334,                0.50495,                 1.2389,                0.74146,                 1.4076,              0.0084655,              0.0084655,              0.0084655
                     65,                0.76203,                0.44069,                 0.9977,                0.74561,                0.74158,                0.77738,                0.51226,                 1.2327,                 0.7482,                 1.4253,              0.0084408,              0.0084408,              0.0084408
                     66,                 0.7619,                0.44583,                0.99639,                0.76888,                0.72916,                0.78187,                0.50829,                 1.2463,                0.76338,                 1.4101,               0.008416,               0.008416,               0.008416
                     67,                0.74208,                0.42873,                0.98952,                0.72753,                0.77323,                0.77786,                0.50763,                 1.2395,                 0.7474,                 1.4091,              0.0083913,              0.0083913,              0.0083913
                     68,                0.75232,                0.43937,                0.99256,                0.73195,                0.73022,                0.76821,                0.50398,                  1.241,                0.77369,                 1.3967,              0.0083665,              0.0083665,              0.0083665
                     69,                0.73471,                0.42372,                0.98635,                0.73804,                0.75683,                  0.772,                0.50765,                 1.2513,                0.77901,                 1.4556,              0.0083418,              0.0083418,              0.0083418
                     70,                 0.7452,                0.42906,                0.99348,                 0.7649,                0.72436,                0.77905,                0.51206,                 1.2453,                0.75748,                 1.4158,               0.008317,               0.008317,               0.008317
